"habitat";"carex";"slope";"elevation";"FRic";"FDis";"FDiv";"FEve";"rich";"canopy_height";"leaf_dmc";"leaf_mass";"leaf_size";"seed_mass";"seed_number_per_shoot";"SLA";"L";"T";"M";"N";"R";"shan";"prop.erect"
"29";"grassland";1;10;1871;0.0260281336214077;0.143431096038085;0.650046166272269;0.894962261681649;22;0.168545408089286;311.895263157895;44.8964851694634;1206.24047964317;8.059502769;2789.7481614495;16.5507571887143;4.36301369863014;2.00684931506849;3.32191780821918;2.21232876712329;2.37671232876712;3.01718646484797;0.3
"30";"grassland";1;5;1869;0.00577525746323887;0.124887147375745;0.631454353405536;0.872398650216302;17;0.129348076865385;317.335797095652;17.3660762236;380.3915377152;3.85164074104348;3640.249018896;17.3290764285714;4.47222222222222;1.78703703703704;3.14814814814815;2.2037037037037;2.35185185185185;2.73320295953467;0.148148148148148
"31";"grassland";1;45;1864;0.00516236894230208;0.15216893056221;0.724705678893285;0.835794408267715;16;0.18070833325;333.918518518519;35.4370775012593;809.859323504074;11.2929946253659;3404.813122397;13.977366134973;4.36206896551724;1.95689655172414;3.18103448275862;2.10344827586207;2.26724137931034;2.63737113937137;0.340425531914894
"32";"grassland";1;10;1857;0.147995002948275;0.126254519643606;0.582708400058851;0.872480143953995;17;0.16755158725;327.1608333375;18.0035985732187;383.722207377812;9.13553335297674;1060.53918791594;15.5059343765455;4.3984375;1.9296875;3.1484375;2.265625;2.53125;2.74303367512435;0.215686274509804
"33";"grassland";1;45;1865;0.137336518269248;0.134632061588986;0.616611073953526;0.908762886149199;19;0.154019135759259;305.099999996774;18.8268320420968;420.437554556774;6.3191559844375;3437.072033402;16.8238409090909;4.37301587301587;1.8968253968254;3.15873015873016;2.34126984126984;2.57936507936508;2.88687907311583;0.160714285714286
"34";"grassland";1;20;1867;0.0092482313630152;0.147277035529327;0.698833274598228;0.905815927115771;19;0.189655166132075;283.623047622857;99.7376283582703;2756.67437089757;4.44202069992157;4257.90848141081;18.0403665505417;4.16935483870968;2.01612903225806;3.33870967741935;2.50806451612903;2.54838709677419;2.88689623056292;0.169491525423729
"35";"snowbed";1;30;1872;0.0339785426799833;0.122722197498735;0.710891354106785;0.910025185164484;16;0.167971739065217;242.755238095238;117.01140080381;3141.0548356;0.672852519171429;496.674482790556;17.8736794871795;4.46078431372549;1.72549019607843;3.33333333333333;2.3921568627451;2.69607843137255;2.66705424268099;0
"36";"grassland";1;55;1895;0.177105289282123;0.13835665893191;0.645302239057025;0.906069152935826;24;0.129453942196721;298.916250003125;21.166799179;475.061816572941;3.77044130973684;4715.87958937903;16.9325498862449;4.39130434782609;1.8768115942029;3.1304347826087;2.28260869565217;2.42028985507246;3.11210630573264;0.153846153846154
"37";"grassland";1;20;1894;0.00148830283711668;0.153790107964814;0.715683121948552;0.896828383667616;19;0.144861195489362;315.760694445833;20.4661563328889;356.799096118518;5.29037231490698;3506.95335782536;15.2829244528781;4.41379310344828;1.93103448275862;3.19827586206897;2.12068965517241;2.25;2.87808095173306;0.269230769230769
"38";"snowbed";1;20;1932;0.142069304430133;0.149890231772923;0.662029591183503;0.892791761184037;17;0.119775555533333;247.754210521053;25.1360807232609;643.117101337391;3.75678071008333;3896.62551315739;18.1766434285714;4.43137254901961;1.85294117647059;3.22549019607843;2.34313725490196;2.57843137254902;2.78297733257956;0.183673469387755
"39";"grassland";1;25;1855;0.064161153655694;0.15334284849835;0.660158918679309;0.840471440310415;16;0.147924603095238;349.769130434783;5.84170181365217;72.3229015047826;13.0477710298571;4012.1402272496;13.7027550511282;4.41525423728814;1.95762711864407;3.08474576271186;2.14406779661017;2.42372881355932;2.64046101836965;0.404255319148936
"40";"snowbed";1;25;1865;0.141836843181035;0.130041455231124;0.609674159877913;0.793167032660016;19;0.149844615323077;319.052882878378;43.50491494;1249.6614217473;6.25467535870175;3016.52411814541;16.4095724137931;4.30714285714286;1.97857142857143;3.22142857142857;2.36428571428571;2.52857142857143;2.7866925182556;0.149253731343284
"41";"grassland";1;15;1870;0.0445036420098944;0.145956230932439;0.638525990041031;0.829342071577701;14;0.139675484944444;334.604838706452;9.15396092816129;137.810195250968;8.02749117220408;4435.8502181103;16.2521502792889;4.16949152542373;2.07627118644068;3.07627118644068;2.23728813559322;2.46610169491525;2.54579524798625;0.25
"42";"grassland";1;5;1845;0.0245372353139656;0.15051155736752;0.695231529419535;0.849230918482922;15;0.124585606045455;273.785238090476;18.2020281383333;430.857752364762;3.67929872321622;6189.67886315318;17.064071875;4.19387755102041;2.03061224489796;3.18367346938776;2.36734693877551;2.68367346938776;2.59651732778276;0.127659574468085
"43";"grassland";1;45;1850;0.00351334947462908;0.132047417436903;0.670294047441578;0.778734819883066;15;0.1340518518;314.356419748148;16.5447289562963;364.104204980741;4.78874950702778;5116.60979290148;16.24178;4.18867924528302;2.08490566037736;3.14150943396226;2.31132075471698;2.4622641509434;2.57792625839272;0.148936170212766
"44";"grassland";1;45;1854;0.0114929511726311;0.134878890539231;0.652036090850967;0.877463384281263;18;0.133425694375;324.872043009677;20.0585127767742;324.303203492581;4.15196056145238;110789.891147107;15.1685636363636;4.27272727272727;2;3.29090909090909;2.26363636363636;2.4;2.804711207732;0.192307692307692
"45";"snowbed";1;35;1856;0.0251532572692601;0.142201422211512;0.604267491991387;0.805853391338286;20;0.144682710553846;336.350852716279;16.25412977296;255.3897253578;5.93352030640298;2229.682493485;16.611536435541;4.22077922077922;2.03246753246753;3.35064935064935;2.27922077922078;2.42857142857143;2.87400057787043;0.289855072463768
"46";"grassland";1;30;1855;0.537257660496154;0.130409336571494;0.612924480517469;0.891697251829004;21;0.135359027729167;319.6023611125;21.7581894045833;399.01702303875;2.09051545447917;3612.67640072;17.0869730769231;4.37068965517241;1.9051724137931;3.23275862068966;2.35344827586207;2.5;2.9736874593965;0.0769230769230769
"47";"grassland";1;30;1864;0.0201392810629524;0.132252403593182;0.614884997141065;0.889040963542734;19;0.158123076865385;328.121309525;56.67869067625;1461.54360338857;2.997951637;3167.1402712725;16.1561965116279;4.28333333333333;2.025;3.30833333333333;2.35833333333333;2.46666666666667;2.88207985397986;0.0892857142857143
"48";"grassland";1;20;1848;0.00606800341318017;0.136183807906083;0.672522496689858;0.877860481624673;19;1.09908930811321;331.855308637037;19.8437342155556;349.002141488148;3.99612059469565;5991.28510984067;15.4991090909091;4.35483870967742;1.93548387096774;3.25806451612903;2.32258064516129;2.51612903225806;2.84607338936247;0.12280701754386
"49";"snowbed";1;5;1857;0.131091628962519;0.139644498619819;0.623713266169559;0.899347534743112;16;0.111203267921569;304.826543211111;18.7268765820588;401.113808908235;2.82569842155102;2679.69897196;17.8735480434783;4.30508474576271;1.85593220338983;3.34745762711864;2.36440677966102;2.61016949152542;2.70208194954923;0.218181818181818
"50";"grassland";1;25;1858;0.562721837448988;0.132536237958206;0.604909017728169;0.89486726180393;21;0.142437356275862;304.133725491176;22.7852251972368;452.138796415263;2.53899302332759;2690.98826366016;17.5825194545455;4.34285714285714;1.94285714285714;3.35714285714286;2.35714285714286;2.55;2.98671069147158;0.145161290322581
"51";"grassland";1;20;1832;0.00918238615250598;0.147297064465965;0.629297540715085;0.875023220289981;14;0.123916269783333;328.510606057576;9.84917541736364;151.544425841818;8.1173787969375;5253.40391174686;15.03248025136;4.19230769230769;2.06153846153846;3.01538461538462;2.16153846153846;2.39230769230769;2.55597180999437;0.241935483870968
"52";"snowbed";1;5;1777;0.0203787215355336;0.138545406532688;0.737080768941999;0.868216320837824;18;0.145741358;287.350720004;24.9515157706061;500.798000281515;0.444767572781818;4574.46321782808;17.75302248;4.52380952380952;1.88095238095238;3.42857142857143;2.41269841269841;2.61904761904762;2.76407914414254;0.131147540983607
"53";"grassland";1;5;1780;0.00222911077841265;0.135846407876633;0.662620260505914;0.874426004749054;17;0.16120066664;297.159373745455;96.790832693125;1847.9001348385;0.448623569960784;5638.79561430732;16.9950230883333;4.16949152542373;2.09322033898305;3.56779661016949;2.59322033898305;2.61864406779661;2.73035262644876;0.166666666666667
"54";"grassland";1;45;1789;0.056070969530397;0.163641497082167;0.664836066861234;0.835685700670021;17;0.134479532087719;339.766388891667;11.757859479;186.765360683333;8.64916834258491;6324.86884134385;14.8646520637021;4.24626865671642;2.05970149253731;3.06716417910448;2.17164179104478;2.3134328358209;2.73677086338533;0.34375
"55";"grassland";1;5;1778;0.0771599272857036;0.140910046148832;0.659399580124325;0.847315830906159;18;0.13769952376;331.789066668;16.11333419252;339.133275444;9.0754862192093;3528.15192320296;15.0835470123478;4.4140625;1.875;3.1171875;2.2578125;2.4453125;2.79515773565787;0.240740740740741
"56";"grassland";1;30;2086;0.0723603267631497;0.133261137574195;0.668938639270708;0.899103955823075;18;0.11856066662;273.038260865217;24.5367438483333;549.000207135556;3.29765609887805;668.827981397407;17.4337322727273;4.39830508474576;1.80508474576271;3.17796610169492;2.33050847457627;2.58474576271186;2.83009797421267;0.132075471698113
"57";"snowbed";1;20;2095;0.0163791250739164;0.133053142755783;0.728374356832365;0.910849670618858;18;0.119151851814815;256.248947368421;24.1254269763462;591.752226680769;0.440708651288889;3504.63001696917;17.0959502173913;4.525;1.71666666666667;3.26666666666667;2.30833333333333;2.525;2.79674394053829;0.160714285714286
"58";"snowbed";1;30;2093;0.012329434479258;0.127258732114558;0.712285446451382;0.914669059489671;16;0.128457142816327;266.434;25.19690501125;627.846148120833;0.432767275;3918.99844237636;16.5069719047619;4.45283018867925;1.78301886792453;3.26415094339623;2.29245283018868;2.54716981132075;2.70600408374304;0.117647058823529
"59";"grassland";1;15;2101;0.0614624268334675;0.110184756358712;0.633025367071808;0.881160561250775;17;0.0989007091914894;290.836;17.58310989;282.330054942857;0.372025671783784;4765.20028510875;16.2794004878049;4.63636363636364;1.62727272727273;3.16363636363636;2.16363636363636;2.37272727272727;2.72113108659146;0.122448979591837
"60";"snowbed";1;40;2150;0.0418049085353815;0.118617430778578;0.709239262925536;0.878279465351914;18;0.111207482959184;239.480666666667;27.1423704453158;719.599609861579;0.508002162789474;508.769396217222;16.94604;4.69166666666667;1.64166666666667;3.3;2.25;2.50833333333333;2.8024072417648;0.0769230769230769
"61";"snowbed";1;40;2152;0.00411989408048996;0.114758612889918;0.737014849524695;0.899244775155922;15;0.127685185166667;236.225833333333;30.9672435896667;772.327205126667;0.60034173325;657.983862867143;17.2301074358974;4.54444444444444;1.7;3.33333333333333;2.26666666666667;2.44444444444444;2.62567779268849;0.0789473684210526
"62";"snowbed";1;35;2153;0.00751011404388688;0.11985209531902;0.709641426137168;0.882287905892076;19;0.122614999966667;262.3028;21.6174779735938;519.853980890625;0.582644251428571;2723.48752438363;16.5454967241379;4.62686567164179;1.70149253731343;3.25373134328358;2.37313432835821;2.53731343283582;2.8444297795279;0.145161290322581
"64";"snowbed";1;15;2115;0.00195601606935417;0.113382595293924;0.739136375980092;0.919535136386486;11;0.0995289854782609;274.611428571429;21.0172857142857;354.487857142857;0.366033333318182;7543.467247051;15.8984166666667;4.625;1.671875;3.21875;2.1875;2.546875;2.36060911398924;0.0769230769230769
"65";"snowbed";1;15;2090;0.00211183392535438;0.12095646194958;0.763198918652947;0.834940698614516;11;0.1162222222;265.597777777778;20.9301111111111;356.696111111111;0.338520301740741;8689.17837312923;15.4161481481481;4.59210526315789;1.71052631578947;3.25;2.17105263157895;2.59210526315789;2.31201451113579;0.0882352941176471
"66";"snowbed";1;5;2083;0.00202239423182698;0.100711042022917;0.75728489248003;0.811448187587861;11;0.13136666664;263.676666666667;24.436;412.385833333333;0.462696969636364;4252.00064450111;14.984472;4.59677419354839;1.61290322580645;3.33870967741935;2.17741935483871;2.62903225806452;2.25628465496115;0.0357142857142857
"67";"snowbed";1;5;2082;0.0412414290941304;0.117194886228092;0.720526744002042;0.821899776455896;16;0.116189215647059;288.98;16.0088595036364;264.449502163636;0.358416299333333;5365.04570876933;16.055795;4.54545454545455;1.73863636363636;3.22727272727273;2.22727272727273;2.55681818181818;2.6512697588574;0.0526315789473684
"68";"grassland";1;5;2078;0.00314734547144892;0.130100800303176;0.738370101709722;0.878996098983946;14;0.113374649823529;295.770909090909;15.3707569276364;249.572058041818;3.92048364202778;4491.19288414389;15.9383372697778;4.58139534883721;1.72093023255814;3.2093023255814;2.23255813953488;2.37209302325581;2.5575253015642;0.146341463414634
"69";"grassland";1;45;2048;0.0781715026506113;0.133625691665085;0.696196152813113;0.888040168285127;22;0.120636257280702;261.978571428571;24.6656576144;616.355625232;0.50508301493617;5256.21282040809;17.1666137777778;4.57575757575758;1.75757575757576;3.21969696969697;2.29545454545455;2.53030303030303;3.01943408064029;0.11864406779661
"70";"snowbed";1;50;2020;0.0070127402484301;0.126432521305071;0.664687171746576;0.909745046641338;19;0.0970684848181818;259.094761904762;21.1901988530357;490.528129521429;0.526319913093023;2741.32777578568;17.2198182;4.5703125;1.671875;3.1796875;2.328125;2.4296875;2.89241982302758;0.155172413793103
"71";"grassland";1;30;2021;0.00428920877538018;0.120566423090957;0.606424698879715;0.856003743157104;15;0.10048043473913;294.92;19.68403041925;446.003880035;0.331366600555556;4086.15790993667;16.3292052777778;4.57142857142857;1.77551020408163;3.12244897959184;2.16326530612245;2.26530612244898;2.63749218514324;0.102040816326531
"72";"snowbed";1;30;2020;0.00700829279951764;0.124503104427893;0.720787426417976;0.872146660662551;17;0.11917068962069;260.8085;26.6671667676087;663.931298373913;0.478227653;408.782733392174;16.3360146808511;4.5390625;1.6484375;3.203125;2.359375;2.5625;2.77440505029097;0.0483870967741935
"73";"snowbed";1;15;2029;0.00245734907368587;0.117870593253039;0.636767214989515;0.859748232151742;12;0.108717948666667;335.227777777778;92.5686958661539;2862.70352070769;0.604338856171429;429.2213334045;16.5806006896552;4.77173913043478;1.69565217391304;3.26086956521739;2.23913043478261;2.3804347826087;2.39996343725995;0.0869565217391304
"74";"snowbed";1;15;1994;0.00459269755337417;0.123732604261117;0.665677761486004;0.863184939533795;15;0.127567460285714;291.038148144445;21.8882973692857;541.16683781619;2.29771109497561;3593.3135433196;17.8867482857143;4.48979591836735;1.81632653061224;3.30612244897959;2.28571428571429;2.38775510204082;2.60345198234584;0.142857142857143
"75";"snowbed";1;20;1985;5.55765760676904e-05;0.0873258986335032;0.798307411174493;0.803234941238305;11;0.156127160444444;255.990909090909;27.2583249053846;646.991531415385;0.37582981556;426.166343249333;17.258439375;4.71052631578947;1.64473684210526;3.36842105263158;2.26315789473684;2.60526315789474;2.24387928344984;0.0645161290322581
"76";"grassland";1;15;1682;0.0664980348179363;0.151660404632582;0.633567230466633;0.892281448665793;16;0.10615694844898;322.688095238095;12.6889439345714;213.43991069;4.72944422343182;3783.40970333792;16.3143338407429;4.49074074074074;1.85185185185185;2.99074074074074;2.24074074074074;2.38888888888889;2.71274705610565;0.185185185185185
"77";"grassland";1;5;1690;0.0556981488570646;0.129653457101127;0.627824805915867;0.881758526082386;16;0.150160992893617;320.478281253125;17.800631515;355.865887609062;4.01914907753333;3568.57359449147;17.5330657894737;4.22549019607843;2.11764705882353;3.32352941176471;2.54901960784314;2.56862745098039;2.70616732247078;0.117647058823529
"78";"snowbed";1;0;1795;0.000464957995544725;0.121317680030861;0.759569486336232;0.900429831052714;13;0.134572380914286;260.354;21.0622457829412;501.010554835294;0.328559008517241;7076.80099357412;16.3497533333333;4.43589743589744;1.84615384615385;3.32051282051282;2.29487179487179;2.48717948717949;2.47861704194803;0.135135135135135
"79";"snowbed";1;0;1792;0.0442841565043727;0.135024525320668;0.722535756770531;0.859388487681091;15;0.0944944444047619;298.878333333333;13.084976573;201.09292811;0.343852917473684;525.549561376956;17.9918563157895;4.63265306122449;1.72448979591837;3.31632653061224;2.12244897959184;2.39795918367347;2.57716486284909;0.177777777777778
"80";"snowbed";1;5;1792;0.00277627066650748;0.110568763277846;0.74666317846031;0.835396785570409;15;0.147131182709677;263.7685;66.2813406429167;1989.9550163625;0.7431168005;367.44135695624;18.52697;4.625;1.80681818181818;3.51136363636364;2.48863636363636;2.79545454545455;2.61559374905527;0.114285714285714
"81";"snowbed";1;5;1805;0.0197974323426163;0.121891081975281;0.688384977788429;0.870927946929986;13;0.145834343393939;235.350714285714;44.4462435057143;1381.27743197143;0.477257175037037;763.580155973;17.7066931034483;4.52325581395349;1.62790697674419;3.37209302325581;2.45348837209302;2.74418604651163;2.45425649553368;0
"82";"snowbed";1;10;1807;0.027056099235142;0.135377111050664;0.691777096041289;0.893818228667463;16;0.0992644444;284.84069445;81.4996323056452;1606.87597214194;0.485040620076923;8031.94218282442;18.269266097561;4.45918367346939;1.89795918367347;3.44897959183673;2.36734693877551;2.51020408163265;2.69407562845426;0.183673469387755
"83";"snowbed";1;40;1885;0.0713006451309152;0.14215889940971;0.666553717589477;0.90097120324293;19;0.1343364583125;270.972307692308;24.7063509682353;490.748840764706;0.375033221030303;4439.09964109833;18.4319971428571;4.5625;1.79166666666667;3.29166666666667;2.45833333333333;2.58333333333333;2.9175590112472;0.171428571428571
"84";"snowbed";1;5;1849;0.00637118171310436;0.14311436213933;0.631299641585134;0.870348885529975;17;0.138653448241379;331.152272727273;20.752578662931;192.031056268966;0.380027012685185;4116.58097624;16.084165;4.49206349206349;1.8968253968254;3.41269841269841;2.13492063492063;2.18253968253968;2.72390428454845;0.174603174603175
"85";"snowbed";1;5;1867;0.480599486838474;0.131348786003115;0.596948082718155;0.829612399796599;21;0.14054199992;262.87705376129;111.900799324806;2250.28586276161;2.15912237114894;3829.01441346133;19.5289238065116;4.42622950819672;1.78688524590164;3.54918032786885;2.64406779661017;2.90983606557377;2.9451686909667;0.115384615384615
"86";"snowbed";1;5;1797;0.0585567174951933;0.151975508022952;0.706345197878155;0.855061183544561;20;0.169051461964912;258.7167708375;195.134351991286;5160.95630533257;0.54965509884;326.658737330323;19.9620589795918;4.41803278688525;1.68852459016393;3.44262295081967;2.67796610169492;2.9672131147541;2.89971641683163;0.220338983050847
"87";"snowbed";1;5;1794;0.0662896709884738;0.134927515116662;0.676051834040641;0.902809442597306;21;0.158688505689655;300.383333334375;32.1529212524722;685.341792636111;2.86931078726923;553.276478057879;17.9056432653061;4.40909090909091;1.71969696969697;3.46212121212121;2.484375;2.87121212121212;2.98257361626682;0.234375
"88";"snowbed";1;25;1687;0.172511769079266;0.146075355536128;0.707470430903275;0.905555027715557;21;0.163625308611111;252.984333333333;147.366583282333;2996.17405692333;2.31950392069565;4663.54800023593;19.6942386363636;4.2734375;1.890625;3.4296875;2.5703125;2.9921875;2.94769184543095;0.0701754385964912
